ID	w1	L1	c1	pc	spelling	coca	pcoca	pbnc	psoap	ph3	ph2	ph1	pc1	pc2	pc3	pc4	pc5	pb1	pb2	pb3	pb4	pb5	pb6	pb7	tpcoca	tpbnc	tpsoap	tph3	tph2	tph1	tpc1	tpc2	tpc3	tpc4	tpc5	tpb1	tpb2	tpb3	tpb4	tpb5	tpb6	tpb7	bnc	fs	fh3	fh2	fh1	fc1	fc2	fc3	fc4	fc5	fb1	fb2	fb3	fb4	fb5	fb6	fb7	tcoca	tbnc	tsoap	th3	th2	th1	tc1	tc2	tc3	tc4	tc5	tb1	tb2	tb3	tb4	tb5	tb6	tb7	
46	my	my	appge	0.14	  	1072807	2310.44	1452.48	7249.37	2357.52	2302.02	3585.28	2262.33	5198.63	2177.53	1247.43	703.77	2357.27	3425.79	1599.01	880.63	595.93	325.21	1517.34	0.59	0.79	1.00	0.27	0.26	0.45	0.72	0.87	0.53	0.53	0.42	0.92	0.99	0.98	0.77	0.65	0.72	0.66	145248	724937	230219	274867	469445	216200	470109	208082	114411	64090	23487	54502	11612	9217	9830	4986	31614	112009	3207	21985	11350	10303	4931	27778	16718	28481	30161	8871	827	461	207	399	347	361	605
47	if	if	cs	0.31	  	1072615	2310.03	2506.21	4333.80	2433.28	2583.07	2688.84	3101.55	2749.15	2371.23	1900.89	1391.59	4849.52	3154.69	2332.28	1721.31	1737.11	2306.27	2550.83	0.85	0.97	1.00	0.58	0.55	0.83	0.88	0.89	0.81	0.84	0.88	0.97	0.98	0.99	0.93	1.00	0.99	0.95	250621	433380	237618	308425	352069	296400	248604	226592	174345	126727	48319	50189	16937	18016	28654	35359	53147	160611	3917	21978	24513	21943	9041	33677	17151	43112	47881	18790	870	456	209	483	533	495	871
48	would	would	vm	0.02	  	1057682	2277.87	2421.53	3340.76	2976.71	2883.23	2758.43	2785.70	3047.66	1821.46	2059.75	1680.10	3395.54	3612.04	1805.29	2356.11	2285.03	1984.19	2158.51	0.79	0.95	1.00	0.64	0.63	0.86	0.83	0.89	0.66	0.81	0.86	0.94	0.98	1.00	0.94	0.99	0.98	0.92	242153	334076	290685	344265	361181	266216	275598	174056	188915	153000	33832	57465	13110	24660	37692	30421	44973	148994	3857	21971	27074	25067	9314	31983	17059	35365	46321	18266	845	454	210	485	529	493	841
49	said	say	vvd	0.00	  	1037828	2235.11	1739.18	1053.23	3614.58	2595.89	1915.24	1536.70	4080.19	779.70	4604.43	276.61	2524.77	5072.25	522.03	3766.14	570.77	172.71	614.06	0.57	0.81	0.96	0.55	0.47	0.51	0.68	0.82	0.35	0.72	0.31	0.86	0.99	0.98	0.90	0.87	0.66	0.65	173918	105323	352975	309956	250776	146855	368969	74507	422307	25190	25156	80696	3791	39418	9415	2648	12794	108010	3300	21113	23409	18767	5557	26114	15703	18699	40885	6609	775	460	206	466	463	333	597
50	about	about	ii	0.02	  	1012181	2179.87	1458.11	4836.86	1676.59	1311.13	814.12	3675.01	2105.49	1806.09	1882.64	1376.23	2753.41	2217.00	1315.34	1206.33	1138.70	1146.97	1178.78	0.83	0.95	1.00	0.49	0.40	0.60	0.90	0.86	0.75	0.83	0.85	0.95	1.00	1.00	0.92	0.99	0.93	0.91	145811	483686	163724	156552	106598	351203	190398	172588	172671	125328	27434	35271	9552	12626	18783	17585	24560	156439	3833	21978	20919	15829	6566	34596	16499	39784	47444	18116	855	463	210	475	528	466	836
51	can	can	vm	0.04	  	987145	2125.96	2269.07	3801.45	1754.75	1583.93	1758.75	2489.31	1478.13	2617.72	1756.51	2244.06	3678.47	1432.93	2557.01	1548.19	2043.81	2899.29	2616.83	0.84	0.97	1.00	0.52	0.48	0.79	0.85	0.79	0.84	0.81	0.94	0.98	0.99	1.00	0.94	0.99	0.99	0.97	226907	380145	171357	189125	230285	237891	133666	250146	161103	204358	36651	22797	18569	16204	33713	44451	54522	158788	3949	21973	22355	19081	8558	32759	15228	44535	46191	20075	879	461	210	486	530	496	887
52	as	as	ii	0.09	  	945873	2037.07	2261.20	368.38	1738.47	1727.91	1712.71	1220.86	980.83	2272.23	2176.72	3554.92	929.58	1061.58	2217.71	1950.52	3031.37	3578.15	2811.93	0.84	0.94	0.74	0.69	0.63	0.84	0.74	0.77	0.82	0.89	0.98	0.82	0.96	1.00	0.96	1.00	1.00	0.97	226120	36838	169767	206317	224257	116672	88696	217131	199643	323733	9262	16889	16105	20415	50003	54859	58587	158492	3809	16293	29362	25081	9117	28279	14787	43451	51083	20892	734	447	210	496	533	500	889
53	up	up	rr	0.02	  	919716	1980.74	1786.32	2971.88	2297.05	2079.76	1464.14	2206.28	3330.10	1998.97	1741.53	625.97	2959.75	3033.00	1963.24	2084.86	1329.84	747.47	1507.79	0.84	0.96	1.00	0.61	0.55	0.72	0.86	0.91	0.82	0.85	0.72	0.97	1.00	1.00	0.94	0.99	0.93	0.94	178632	297188	224314	248329	191710	210843	301139	191019	159729	57005	29490	48253	14257	21821	21936	11460	31415	158073	3887	21942	25783	21664	7794	32891	17515	43822	48562	15283	870	463	210	488	530	467	859
54	been	be	vbn	0.00	  	900765	1939.92	2567.55	1832.54	2438.15	2706.74	2635.65	2418.61	2190.28	1552.99	1843.18	1692.29	2156.94	2973.35	2151.06	3270.17	2663.44	2769.24	2482.39	0.82	0.96	1.00	0.70	0.70	0.91	0.86	0.86	0.69	0.85	0.93	0.95	0.96	1.00	0.95	0.99	0.99	0.96	256755	183254	238093	323192	345104	231135	198066	148402	169052	154110	21491	47304	15621	34227	43934	42457	51721	154539	3900	21890	29660	27718	9936	32886	16513	36965	48389	19786	852	445	210	492	531	495	875
55	so	so	rr	0.28	  	896924	1931.65	1797.42	5311.86	1915.20	2295.76	2969.70	3614.44	2248.31	1589.26	1294.60	852.41	4011.38	2721.87	1769.49	1125.60	1285.22	1299.66	1474.14	0.80	0.96	1.00	0.50	0.51	0.82	0.91	0.90	0.75	0.75	0.76	0.96	0.99	1.00	0.92	0.99	0.99	0.93	179742	531186	187025	274119	388844	345414	203313	151868	118737	77626	39968	43303	12850	11781	21200	19926	30714	151208	3886	21984	21410	20352	8946	34859	17203	40180	42792	16174	863	460	210	477	529	496	851
56	there	there	ex	0.26	  	895233	1928.01	2384.56	2013.53	2083.62	2251.68	1992.93	3346.98	1828.40	1493.80	1609.19	1316.35	3968.72	2640.72	1926.33	1926.83	2101.22	2595.02	2318.15	0.81	0.97	1.00	0.55	0.56	0.85	0.90	0.85	0.70	0.80	0.88	0.95	1.00	1.00	0.94	0.99	0.98	0.96	238456	201353	203472	268856	260948	319854	165341	142746	147591	119875	39543	42012	13989	20167	34660	39786	48299	152864	3917	21884	23222	22256	9285	34457	16305	37449	45951	18702	857	462	210	487	530	493	878
57	one	one	mc	0.13	  	878532	1892.04	1931.57	1179.09	2016.91	1993.97	2003.13	2077.95	1929.80	2016.64	1847.27	1575.30	3255.83	1889.27	2006.89	1939.25	1696.62	1746.58	1969.03	0.87	0.96	0.98	0.67	0.63	0.82	0.86	0.89	0.82	0.88	0.95	0.93	1.00	1.00	0.93	0.99	0.98	0.96	193157	117909	196958	238085	262284	198579	174511	192708	169427	143457	32440	30057	14574	20297	27986	26778	41025	164179	3886	21518	28421	24878	8968	32977	17173	43850	50073	20106	833	463	210	483	530	491	876
58	will	will	vm	0.05	  	860681	1853.60	2394.27	2097.09	1854.00	2120.98	2464.38	2230.68	1067.02	1957.09	2455.61	1523.92	1906.03	1188.61	2971.64	3784.58	2311.58	1962.67	3461.17	0.79	0.95	0.99	0.62	0.63	0.88	0.80	0.70	0.73	0.83	0.85	0.87	0.97	1.00	0.95	0.99	0.99	0.97	239427	209709	181049	253250	322678	213175	96490	187017	225222	138778	18991	18910	21580	39611	38130	30091	72114	148710	3844	21867	26301	25008	9572	30822	13427	38976	47303	18182	779	452	210	494	527	494	888
59	me	me	pp	0.02	  	836298	1801.09	1278.72	9969.02	2392.45	2453.57	2786.23	2310.72	4199.55	1278.43	848.93	394.30	2571.34	3805.95	986.51	645.87	400.00	193.00	874.53	0.55	0.76	1.00	0.23	0.24	0.43	0.75	0.86	0.46	0.46	0.35	0.95	0.99	0.96	0.71	0.59	0.62	0.62	127872	996902	233630	292963	364821	220824	379763	122165	77862	35907	25620	60550	7164	6760	6598	2959	18221	103539	3078	21985	9844	9343	4730	28701	16594	24444	26455	7345	854	459	203	369	315	310	568
60	just	just	rr	0.09	  	789790	1700.92	1216.13	6997.89	1275.33	996.61	593.33	3147.34	2111.99	1434.98	1303.49	454.18	3931.08	1843.45	1303.36	1193.72	533.55	410.59	770.91	0.77	0.93	1.00	0.39	0.34	0.57	0.88	0.87	0.75	0.75	0.62	0.99	0.98	1.00	0.87	0.97	0.87	0.88	121613	699789	124540	118998	77689	300776	190986	137125	119553	41360	39168	29328	9465	12494	8801	6295	16062	146405	3775	21985	16767	13407	6182	33878	16660	39772	42946	13149	892	456	210	450	520	438	809
61	people	people	nn1	0.07	  	787366	1695.70	1199.32	761.34	1059.50	788.15	768.99	3315.62	962.68	1405.10	1734.87	990.08	2136.66	827.50	1010.74	1490.00	1318.38	946.47	1261.57	0.71	0.89	0.90	0.41	0.36	0.65	0.86	0.70	0.59	0.74	0.66	0.84	0.98	1.00	0.91	0.95	0.76	0.89	119932	76134	103464	94107	100689	316857	87055	134270	159118	90163	21289	13165	7340	15595	21747	14511	26285	134640	3599	19884	17641	14229	7097	33129	13461	31461	42491	14098	755	456	210	470	508	383	817
62	when	when	cs	0.25	  	780204	1680.28	1442.87	1498.44	1753.16	1896.59	1909.97	1746.31	2008.72	1889.97	1588.28	1158.16	1738.92	1939.62	1524.24	1561.76	1223.39	1094.34	1522.91	0.82	0.95	0.99	0.56	0.56	0.79	0.80	0.89	0.80	0.82	0.89	0.92	0.98	1.00	0.93	0.99	0.97	0.93	144287	149844	171202	226458	250086	166886	181647	180603	145673	105469	17326	30858	11069	16346	20180	16778	31730	155835	3837	21721	23919	22359	8617	30613	17132	42572	46610	18908	825	456	210	480	527	488	851
63	which	which	dd	0.02	  	779666	1679.12	3613.71	347.48	2294.12	3480.11	5473.90	1356.03	1070.50	1783.47	1600.70	2595.54	2273.96	1688.32	3234.93	2955.64	4639.05	5948.80	4305.22	0.80	0.96	0.71	0.67	0.76	0.94	0.75	0.73	0.77	0.82	0.96	0.86	0.98	1.00	0.98	1.00	1.00	0.98	361371	34748	224028	415534	716736	129589	96805	170426	146812	236366	22657	26860	23492	30935	76522	91205	89700	151116	3876	15670	28685	30060	10245	28755	14077	40803	47040	20441	774	453	210	508	533	501	897
64	them	them	pp	0.00	  	775168	1669.43	1655.21	1082.03	2068.89	2225.15	2469.23	1985.21	2361.48	1556.49	1350.75	1091.07	3244.39	2516.89	1451.39	1301.30	1302.80	1168.24	1420.29	0.77	0.95	0.96	0.51	0.52	0.81	0.81	0.87	0.72	0.75	0.82	0.95	0.99	0.99	0.91	0.99	0.95	0.93	165521	108203	202034	265688	323314	189717	213547	148736	123887	99360	32326	40042	10540	13620	21490	17911	29592	146139	3846	21017	21571	20741	8804	30966	16692	38343	42651	17487	851	461	209	469	530	478	848
65	him	him	pp	0.00	  	775020	1669.11	1520.35	3567.25	3083.25	3505.13	3549.69	1584.66	4142.33	1094.19	1180.23	398.30	1399.18	4996.26	803.64	1256.78	590.29	495.12	1069.78	0.52	0.79	0.99	0.42	0.45	0.73	0.61	0.85	0.41	0.51	0.33	0.75	0.99	0.94	0.79	0.79	0.82	0.67	152035	356725	301089	418521	464785	151438	374588	104559	108248	36272	13941	79487	5836	13154	9737	7591	22289	98098	3183	21859	17753	17911	7958	23392	16338	21855	29420	7093	673	459	199	411	422	409	610
66	did	do	vdd	0.07	  	772423	1663.52	1344.99	5006.23	1857.91	1689.52	1275.35	2569.18	2843.16	1035.49	1118.57	749.48	3475.43	3036.65	780.09	765.50	724.15	644.16	770.91	0.67	0.89	1.00	0.39	0.39	0.62	0.78	0.88	0.54	0.65	0.69	0.91	0.99	0.97	0.83	0.96	0.92	0.78	134499	500623	181431	201733	166991	245524	257105	98950	102592	68252	34628	48311	5665	8012	11945	9876	16062	127308	3596	21980	16685	15531	6731	29907	16851	28721	37101	14728	822	458	205	428	510	463	710
67	out	out	rr	0.01	  	772414	1663.50	1447.04	2777.77	1868.82	1824.75	1153.98	2123.16	2615.68	1554.19	1385.96	629.73	2315.11	2392.75	1543.93	1535.20	1022.06	823.07	1286.86	0.80	0.95	1.00	0.54	0.52	0.71	0.84	0.90	0.77	0.79	0.73	0.93	0.99	1.00	0.90	0.99	0.97	0.93	144704	277777	182496	217880	151099	202900	236534	148516	127117	57347	23067	38067	11212	16068	16859	12619	26812	150866	3845	21933	23039	20652	7774	32242	17286	40771	45029	15538	836	461	210	467	531	487	853
68	your	your	appge	0.07	  	769838	1657.95	1325.98	6357.05	1297.41	1266.40	1583.26	2205.41	2010.44	2900.03	749.19	346.00	2964.47	2071.62	2072.43	511.16	671.17	198.87	1707.83	0.57	0.80	1.00	0.19	0.20	0.37	0.75	0.81	0.62	0.42	0.31	0.95	0.99	0.99	0.73	0.65	0.52	0.79	132598	635705	126696	151211	207307	210760	181803	277123	68714	31509	29537	32958	15050	5350	11071	3049	35583	107674	3238	21984	8296	8032	4077	28607	15538	33220	23719	6590	858	461	208	378	349	261	723
69	some	some	dd	0.14	  	769053	1656.26	1653.02	1591.18	1669.73	1537.47	1684.88	2259.54	1438.01	1565.72	1606.62	1385.56	2058.88	1559.02	1655.33	1168.59	1779.43	1990.85	1721.03	0.82	0.96	0.99	0.60	0.54	0.78	0.87	0.82	0.75	0.82	0.90	0.93	0.99	1.00	0.93	1.00	0.98	0.94	165302	159118	163055	183578	220613	215933	130038	149618	147355	126178	20514	24803	12021	12231	29352	30523	35858	155348	3877	21739	25641	21372	8522	33423	15673	40082	46934	19236	834	461	210	484	532	492	864
70	into	into	ii	0.01	  	765592	1648.81	1557.96	889.73	1861.59	1844.76	1687.88	1169.21	2600.67	1828.88	1409.36	1259.37	1104.61	2543.92	1653.82	1551.53	1480.31	1296.21	1525.21	0.80	0.94	0.95	0.58	0.55	0.75	0.73	0.91	0.79	0.80	0.89	0.87	0.99	1.00	0.93	0.99	0.98	0.95	155796	88973	181790	220269	221006	111736	235177	174765	129263	114686	11006	40472	12010	16239	24418	19873	31778	152015	3826	20845	24818	21805	8163	28098	17400	42051	45469	18997	782	461	210	480	531	493	869
71	know	know	vv0	0.01	  	729909	1571.96	1178.73	9509.65	1323.40	1244.28	1006.98	4202.08	1888.89	716.65	659.03	314.40	5760.93	2051.00	532.09	432.24	311.06	267.29	490.80	0.60	0.86	1.00	0.25	0.27	0.54	0.86	0.82	0.49	0.50	0.47	0.96	0.99	0.96	0.78	0.78	0.80	0.78	117873	950965	129234	148570	131851	401572	170811	68482	60445	28631	57400	32630	3864	4524	5131	4098	10226	113628	3473	21984	10624	10800	5890	32866	15834	26079	28780	10069	867	460	203	406	419	402	716
72	time	time	nn1	0.04	  	721409	1553.66	1459.72	2160.75	1590.14	1560.11	1440.38	1809.89	1751.48	1575.20	1396.20	1224.85	1871.80	1853.38	1431.43	1405.73	1315.66	1170.06	1588.04	0.81	0.95	1.00	0.57	0.59	0.78	0.82	0.87	0.76	0.79	0.88	0.93	1.00	1.00	0.90	0.99	0.97	0.95	145972	216075	155282	186281	188599	172962	158385	150524	128056	111542	18650	29486	10395	14713	21702	17939	33087	152341	3861	21920	24107	23410	8467	31604	16757	40253	44937	18790	840	462	210	467	531	485	866
73	could	could	vm	0.02	  	711592	1532.51	1582.79	2545.53	2026.81	1821.16	1675.40	1440.14	2758.17	1273.66	1246.65	972.33	2018.94	3162.36	1141.84	1508.44	1281.71	1152.65	1197.88	0.73	0.94	1.00	0.50	0.46	0.73	0.75	0.89	0.64	0.73	0.80	0.92	0.99	0.99	0.92	0.99	0.97	0.89	158279	254553	197925	217451	219372	137627	249420	121709	114340	88546	20116	50311	8292	15788	21142	17672	24958	138440	3797	21952	21350	18078	7926	28657	17016	33907	41764	17096	828	459	209	476	529	484	812
74	now	now	rr	0.24	  	695697	1498.28	1342.66	3260.19	1661.87	1635.55	1682.69	2905.65	1741.81	1110.23	1174.02	514.36	2961.46	2100.22	1312.45	1534.81	896.44	621.39	1028.89	0.74	0.96	1.00	0.52	0.51	0.77	0.90	0.86	0.64	0.73	0.64	0.99	1.00	1.00	0.92	0.99	0.95	0.94	134266	326019	162287	195289	220326	277679	157511	106092	107678	46841	29507	33413	9531	16064	14787	9527	21437	140902	3904	21977	22269	20228	8332	34614	16515	34328	41887	13558	892	462	210	475	526	476	863
75	than	than	cs	0.00	  	665133	1432.46	1223.96	848.39	1405.90	1456.82	1731.04	1094.30	1077.85	1777.78	1618.27	1590.41	812.45	1091.88	1370.84	1359.87	1322.99	1544.65	1307.26	0.80	0.93	0.95	0.60	0.56	0.79	0.73	0.80	0.78	0.84	0.92	0.83	0.98	0.99	0.93	0.99	0.96	0.94	122396	84839	137291	173948	226657	104577	97469	169882	148424	144833	8095	17371	9955	14233	21823	23682	27237	152133	3767	20909	25738	22356	8565	27812	15282	41678	47778	19583	749	456	209	482	528	483	860
76	like	like	ii	0.06	  	659427	1420.17	1010.92	2013.71	1417.26	1153.00	1004.67	1640.01	2313.61	1433.18	1151.77	558.92	2142.49	2038.74	1068.99	731.20	634.85	491.86	666.23	0.73	0.89	1.00	0.38	0.33	0.58	0.79	0.89	0.72	0.69	0.62	0.92	0.99	0.99	0.85	0.94	0.84	0.81	101092	201371	138400	137671	131548	156728	209218	136953	105637	50899	21347	32435	7763	7653	10472	7541	13881	138438	3598	21894	16208	12979	6333	30119	17157	38535	39540	13087	828	458	208	442	502	419	741
77	'	'	ge	0.00	  	640161	1378.68	7958.45	495.10	2162.80	2662.63	1955.00	1141.55	920.49	1372.33	2098.60	1364.00	441.10	14507.10	10014.75	8203.38	7351.66	8318.60	7355.84	0.64	0.89	0.69	0.59	0.58	0.73	0.59	0.57	0.60	0.69	0.78	0.61	0.99	1.00	0.99	0.99	0.97	0.94	795845	49510	211204	317925	255982	109092	83239	131138	192478	124214	4395	230798	72727	85860	121267	127538	153260	121829	3603	15111	25208	23088	7990	22697	10893	32201	39493	16545	546	460	210	513	531	486	857
78	think	think	vv0	0.02	  	636809	1371.46	874.48	3588.82	818.60	753.11	699.41	4093.78	1090.62	602.85	722.25	253.98	4117.06	1408.80	545.99	431.48	256.86	209.04	388.33	0.57	0.82	1.00	0.24	0.22	0.50	0.84	0.74	0.44	0.52	0.39	0.95	0.98	0.97	0.76	0.75	0.76	0.68	87448	358882	79939	89923	91578	391222	98624	57608	66243	23129	41021	22413	3965	4516	4237	3205	8091	107959	3311	21979	10045	8904	5483	32327	14162	23522	29738	8210	851	456	205	394	403	382	620
79	how	how	rr	0.25	  	626966	1350.26	980.76	3151.80	1112.68	1007.98	1051.66	1961.89	1595.34	1232.81	967.01	975.74	1958.62	1515.53	896.86	611.10	745.67	761.37	843.19	0.72	0.91	1.00	0.34	0.31	0.58	0.81	0.84	0.66	0.65	0.80	0.91	0.99	0.99	0.86	0.97	0.89	0.88	98076	315180	108657	120355	137701	187488	144266	117806	88692	88857	19515	24111	6513	6396	12300	11673	17568	136684	3701	21966	14454	12294	6304	31116	16101	35302	37204	16961	815	460	208	444	517	447	810
80	then	then	rr	0.22	  	623879	1343.61	1518.78	1784.21	1767.34	1738.15	1614.23	1408.26	2512.71	1231.35	875.58	704.21	3593.96	2723.94	1261.36	875.85	883.71	983.32	1188.04	0.71	0.94	0.99	0.43	0.42	0.69	0.75	0.89	0.67	0.62	0.77	0.95	1.00	1.00	0.86	0.96	0.97	0.90	151878	178421	172586	207540	211363	134580	227223	117666	80306	64130	35809	43336	9160	9167	14577	15076	24753	133463	3801	21779	18372	16516	7500	28649	17094	35861	35501	16358	857	463	210	448	512	484	827
81	other	other	jj	0.05	  	621653	1338.82	1347.04	441.99	1280.47	1273.06	1245.14	1212.75	947.29	1372.45	1350.05	1813.43	1398.38	923.48	1170.89	941.58	1625.02	1893.99	1530.01	0.78	0.95	0.81	0.57	0.56	0.78	0.74	0.78	0.72	0.79	0.95	0.91	0.98	1.00	0.91	0.99	1.00	0.95	134704	44199	125042	152007	163035	115897	85663	131150	123823	165142	13933	14692	8503	9855	26805	29038	31878	147461	3856	17796	24338	21982	8531	28365	14917	38556	45346	20277	816	455	210	473	530	499	873
82	our	our	appge	0.10	  	610183	1314.11	923.10	1245.14	1070.15	1246.20	1898.25	1933.21	1085.89	1446.25	1004.02	1065.06	1286.27	692.24	983.61	859.13	712.51	699.92	1433.25	0.62	0.87	0.97	0.32	0.35	0.67	0.77	0.66	0.57	0.53	0.68	0.79	0.97	0.99	0.83	0.93	0.84	0.89	92310	124514	104504	148799	248551	184747	98196	138202	92086	96991	12816	11013	7143	8992	11753	10731	29862	117138	3539	21283	13602	13794	7294	29395	12554	30367	30422	14400	711	451	208	431	496	423	819
83	its	its	appge	0.05	  	603623	1299.99	1581.82	88.67	1483.13	1631.60	2099.75	768.50	835.04	1546.03	1560.01	1799.43	349.07	881.87	1766.73	1579.05	2630.04	1955.43	1821.63	0.63	0.86	0.27	0.62	0.60	0.80	0.46	0.63	0.61	0.68	0.80	0.52	0.97	1.00	0.94	0.99	0.98	0.95	158182	8867	144832	194817	274935	73442	75512	147737	143080	163867	3478	14030	12830	16527	43383	29980	37954	118272	3503	6010	26320	23936	8727	17695	12058	32436	39053	17030	462	452	210	485	531	493	870
84	these	these	dd	0.19	  	586061	1262.16	1224.84	507.21	949.07	1148.00	1421.61	1613.83	569.39	1203.34	723.17	2186.04	1314.58	528.56	1081.38	512.97	1531.72	2249.59	1343.83	0.68	0.93	0.83	0.39	0.47	0.76	0.76	0.64	0.66	0.55	0.94	0.88	0.97	1.00	0.86	0.99	0.98	0.95	122484	50721	92680	137074	186141	154226	51490	114990	66327	199074	13098	8409	7853	5369	25266	34490	27999	127883	3789	18240	16761	18564	8248	29283	12156	35271	31156	20017	795	452	210	443	528	489	872
85	get	get	vv0	0.04	  	584993	1259.86	948.23	4127.12	1114.43	955.36	437.78	2211.23	1494.08	1167.14	1127.55	259.90	3596.37	1390.13	953.18	820.82	400.30	182.76	573.84	0.68	0.86	1.00	0.36	0.32	0.45	0.82	0.79	0.64	0.68	0.43	0.97	0.98	0.98	0.81	0.91	0.68	0.77	94823	412712	108828	114073	57321	211316	135109	111530	103416	23668	35833	22116	6922	8591	6603	2802	11956	129212	3492	21968	15268	12837	4951	31386	15218	34315	39112	9181	872	457	206	421	487	341	708
86	two	two	mc	0.10	  	584444	1258.68	1508.22	699.21	1352.07	1264.35	1065.72	1152.70	1237.40	1264.10	1455.25	1188.07	2796.86	1186.98	1536.77	2001.93	1356.82	1399.33	1349.79	0.77	0.96	0.90	0.58	0.54	0.73	0.72	0.81	0.71	0.80	0.88	0.95	0.98	1.00	0.92	0.99	0.98	0.94	150822	69921	132034	150967	139542	110158	111897	120796	133472	108193	27867	18884	11160	20953	22381	21454	28123	144951	3874	19865	24652	21449	7921	27532	15496	37630	45514	18779	850	457	210	475	531	492	859
87	says	say	vvz	0.01	  	570397	1228.43	385.06	184.55	543.72	308.51	286.67	919.27	615.36	2124.24	2128.28	315.27	769.09	256.08	569.54	1055.37	329.85	97.71	223.08	0.49	0.70	0.52	0.29	0.19	0.45	0.61	0.38	0.55	0.49	0.24	0.73	0.88	0.94	0.81	0.70	0.54	0.55	38506	18455	53096	36837	37536	87850	55647	202990	195200	28710	7663	4074	4136	11046	5441	1498	4648	92567	2823	11372	12381	7379	4885	23352	7100	29035	28057	5023	650	406	199	419	373	269	507
88	going	go	vvg	0.01	  	537252	1157.05	629.03	4656.51	721.00	675.27	339.56	3188.12	1026.70	558.28	788.39	154.72	2259.71	1121.67	449.46	560.65	238.37	133.71	356.56	0.56	0.84	1.00	0.26	0.25	0.40	0.83	0.72	0.41	0.55	0.30	0.93	0.98	0.98	0.79	0.90	0.72	0.73	62903	465651	70408	80629	44461	304673	92844	53349	72309	14090	22515	17845	3264	5868	3932	2050	7429	105389	3404	21958	10973	9762	4363	31698	13807	21932	31491	6461	832	453	206	408	478	360	667
89	also	also	rr	0.06	  	537098	1156.72	1215.36	178.39	755.36	551.76	456.23	1041.11	354.13	1307.16	1288.13	1785.11	573.99	360.10	1371.66	1304.27	1673.03	1725.71	1556.07	0.75	0.91	0.51	0.50	0.41	0.61	0.72	0.53	0.73	0.78	0.95	0.75	0.93	1.00	0.92	1.00	0.98	0.96	121536	17839	73763	65882	59737	99494	32024	124911	118144	162563	5719	5729	9961	13651	27597	26458	32421	141294	3694	11308	21399	16391	6632	27492	10099	38824	44612	20267	671	430	210	478	533	493	879
90	first	first	md	0.11	  	530956	1143.49	1148.49	665.38	1086.73	1006.64	946.77	1229.32	922.55	1198.95	1318.33	1038.78	989.40	863.71	1364.50	1604.75	1268.19	1081.75	1297.85	0.75	0.94	0.91	0.54	0.52	0.68	0.75	0.78	0.68	0.74	0.87	0.87	0.99	1.00	0.92	0.99	0.98	0.94	114849	66538	106123	120195	123967	117480	83426	114570	120914	94598	9858	13741	9909	16796	20919	16585	27041	140946	3807	19981	22856	20535	7352	28637	14994	36394	42483	18438	784	459	210	474	530	491	859
91	years	year	nn2	0.01	  	527547	1136.15	875.31	276.23	915.60	784.51	648.13	1272.15	748.73	1271.53	1504.00	866.57	727.34	541.00	1123.80	1374.68	970.77	702.60	1072.37	0.72	0.90	0.61	0.53	0.48	0.66	0.70	0.71	0.65	0.77	0.80	0.78	0.97	0.99	0.92	0.99	0.84	0.92	87531	27623	89411	93672	84864	121573	67707	121506	137943	78915	7247	8607	8161	14388	16013	10772	22343	136074	3634	13485	22662	18962	7188	26876	13594	34450	44169	16985	699	451	209	478	527	423	847
92	because	because	cs	0.13	  	506269	1090.32	822.25	2096.11	752.54	601.86	394.51	1970.41	765.84	919.25	905.53	857.21	2114.38	794.19	723.22	674.35	648.67	734.69	683.89	0.68	0.90	0.99	0.35	0.33	0.55	0.80	0.68	0.59	0.64	0.79	0.92	0.95	1.00	0.84	0.96	0.95	0.82	82225	209611	73488	71864	51656	188302	69254	87842	83053	78063	21067	12635	5252	7058	10700	11264	14249	128552	3653	21816	15101	13097	5986	30778	13040	31167	36661	16906	823	441	210	435	513	477	754
93	new	new	jj	0.39	  	492693	1061.08	1116.78	445.39	974.29	837.71	589.38	904.18	579.46	1327.90	1344.93	1138.71	636.01	466.52	1559.63	1575.42	1594.16	916.80	1427.97	0.68	0.90	0.74	0.54	0.50	0.62	0.63	0.65	0.67	0.69	0.79	0.73	0.98	1.00	0.92	0.99	0.91	0.96	111678	44539	95143	100025	77171	86408	52400	126892	123354	103698	6337	7422	11326	16489	26296	14056	29752	128799	3661	16252	23081	19626	6708	24194	12473	35730	39675	16727	658	454	210	476	527	456	880
94	well	well	rr	0.46	  	489487	1054.18	1136.49	5415.45	780.09	879.26	896.40	2848.50	852.18	586.63	438.34	487.02	5999.90	940.90	730.38	519.57	460.98	478.55	634.31	0.60	0.93	1.00	0.28	0.30	0.61	0.84	0.70	0.51	0.43	0.72	0.98	0.98	1.00	0.83	0.97	0.94	0.90	113649	541545	76178	104986	117372	272217	77062	56058	40203	44351	59781	14969	5304	5438	7604	7337	13216	112761	3786	21977	12048	11995	6655	32222	13497	26901	24839	15302	883	454	210	431	519	469	820
