TS,soundSpel,note,Rondthaler,SSmatchRond,pronunciation,longNote,multipleTS,multipleSS,alternatives,British
adulterant,adulterant,,adulterant,T,,,,,,
adulterants,adulterants,,,NA,,,,,,
adulterate,adulteraet,,adulteraet,T,,,,,,
adulterated,adulteraetd,,adulteraeted,F,,,,,,
adulteration,adulteraeshon,,adulteraeshun,F,,,,,,
adulterer,adulterer,,adulterer,T,,,,,,
adulterers,adulterers,,adulterers,T,,,,,,
adulterous,adulterus,,adulterus,T,,,,,,
adultery,adultery,,adultery,T,,,,,,
adulthood,adulthuud,,adult-hood,F,,,,,,
adults,adults,,adults,T,,,,,,
adumbrate,adumbraet,,adumbraet,T,,,,,,
adumbration,adumbraeshon,,adumbraeshun,F,,,,,,
advance,advanss,,advans,F,,,,,,
advanced,advanst,,advanst,T,,,,,,
advancement,advansment,,advansment,T,,,,,,
advancements,advansments,,advansments,T,,,,,,
advances,advanses,,advanses,T,,,,,,
advancing,advansing,,advansing,T,,,,,,
advantage,advantej,*,advantej,T,,,,,,
advantageous,advantaejus,,advantaejus,T,,,,,,
advantageously,advantaejusly,,advantaejusly,T,,,,,,
advantages,advantejes,,advantejes,T,,,,,,
advent,advent,,advent,T,,,,,,
Adventist,Adventist,,,NA,,,,,,
Adventists,Adventists,,,NA,,,,,,
adventitious,adventishus,,adventishus,T,,,,,,
adventure,advencher,,advencher,T,,,,,,
adventurer,advencherer,,advencherer,T,,,,,,
adventurers,advencherers,,advencherers,T,,,,,,
adventures,advenchers,,advenchers,T,,,,,,
adventures,advenchers,,advenchers,T,,,,,,
adventuresome,advenchersum,,advenchersum,T,,,,,,
adventuring,advenchering,,advenchering,T,,,,,,
adventurous,advencherus,,advencherus,T,,,,,,
adventurously,advencherusly,,,NA,,,,,,
adverb,adverb,,adverb,T,,,,,,
adverbial,advurbial,,adverbial,F,,,,,,
adverbs,adverbs,,adverbs,T,,,,,,
adversaries,adversaerys,*,adversairys,F,,,,,,
adversary,adversaery,*,adversairy,F,,,,,,
adverse,advurss,,advers,F,,,,,,
adversely,advursly,,adversly,F,,,,,,
adversity,advursity,,adversity,F,,,,,,
advert,advert,,advert,T,,,,,,
advertisement,advertiezment,,advertiezment,T,,,,,,
advertisement,advurtisment,,advertiezment,F,,,,,,
aerate,aeraet,,airaet,F,,,,,,
aerated,aeraeted,,airaeted,F,,,,,,
aerates,aeraets,,airaets,F,,,,,,
aerating,aeraeting,,,NA,,,,,,
aeration,aeraeshon,,airaeshun,F,,,,,,
aes,aes,*,,NA,,,,,,
afflict,aflikt,,aflict,F,,,,,,
afflicted,aflikted,,aflicted,F,,,,,,
afflicting,aflikting,,,NA,,,,,,
affliction,aflikshon,,aflicshun,F,,,,,,
afflictions,aflikshons,,aflicshuns,F,,,,,,
afflicts,aflikts,,,NA,,,,,,
aflame,aflaem,,aflaem,T,,,,,,
afraid,afraed,,afraed,T,,,,,,
Africa,Africa,,,NA,,,,,,
African,African,,,NA,,,,,,
Africans,Africans,,,NA,,,,,,
age,aej,,aej,T,,,,,,
aged,aejd,,aejd,T,,,,,,
ageless,aejles,,aejles,T,,,,,,
agenda,ajenda,,ajenda,T,,,,,,
agendas,ajendas,,ajendas,T,,,,,,
ages,aejes,,aejes,T,,,,,,
agglomerate,aglomeraet,,aglomeraet,T,,,,,,
agglomerated,aglomeraeted,,,NA,,,,,,
agglomerates,aglomeraets,,,NA,,,,,,
agglomerating,aglomeraeting,,,NA,,,,,,
agglomeration,aglomeraeshon,,aglomeraeshun,F,,,,,,
agglomerations,aglomeraeshons,,,NA,,,,,,
agglutinate,aglootinaet,,aglootinaet,T,,,,,,
agglutinated,aglootinaeted,,aglootinaeted,T,,,,,,
agglutinates,aglootinaets,,,NA,,,,,,
agglutinating,aglootinaeting,,aglootinaeting,T,,,,,,
agglutination,aglootinaeshon,,aglootinaeshun,F,,,,,,
agglutinative,aglootinaetiv,,aglootinaetiv,T,,,,,,
aggrandize,agrandiez,,agrandiez,T,,,,,,
aggrandized,agrandiezd,,,NA,,,,,,
aggrandizement,agrandiezment,,agrandiezment,T,,,,,,
aggrandizements,agrandiezments,,,NA,,,,,,
aggrandizer,agrandiezer,,,NA,,,,,,
aggrandizers,agrandiezers,,,NA,,,,,,
aggrandizes,agrandiezes,,,NA,,,,,,
aggrandizing,agrandiezing,,,NA,,,,,,
aggregate,agregaet,,agreget,F,,,,,,
aggregate,agregat,,agreget,F,,,,,,
aggregated,agregaeted,,,NA,,,,,,
aggregates,agregaets,,,NA,,,,,,
aggregates,agregats,,,NA,,,,,,
aggregating,agregaeting,,agregaeting,T,,,,,,
aggregation,agregaeshon,,agregaeshun,F,,,,,,
aggregations,agregaeshons,,agregaeshuns,F,,,,,,
aggression,agreshon,,agreshun,F,,,,,,
aggressions,agreshons,,agreshuns,F,,,,,,
aggressive,agresiv,,agresiv,T,,,,,,
aggressively,agresivly,,agresivly,T,,,,,,
aggressor,agresor,,agresor,T,,,,,,
aggressors,agresors,,,NA,,,,,,
agile,ajiel,,ajil,F,,,,,,
agile,ajil,,ajil,T,,,,,,
agilities,ajilitys,,,NA,,,,,,
agility,ajility,,ajility,T,,,,,,
aging,aejing,,aejing,T,,,,,,
agitate,ajitaet,,ajitaet,T,,,,,,
agitated,ajitaeted,,ajitaeted,T,,,,,,
agitates,ajitaets,,,NA,,,,,,
agitating,ajitaeting,,ajitaeting,T,,,,,,
agitation,ajitaeshon,,ajitaeshun,F,,,,,,
agitations,ajitaeshons,,,NA,,,,,,
agitator,ajitaetor,,ajitaetor,T,,,,,,
agitators,ajitaetors,,ajitaetors,T,,,,,,
agree,agree,,agree,T,,,,,,
agreeable,agreeabl,,agreeabl,T,,,,,,
agreeably,agreeably,,agreeably,T,,,,,,
agreed,agreed,,agreed,T,,,,,,
agreeing,agreeing,,agreeing,T,,,,,,
agreement,agreement,,agreement,T,,,,,,
agreements,agreements,,agreements,T,,,,,,
agrees,agrees,,agrees,T,,,,,,
agricultural,agriculcheral,,agriculcheral,T,,,,,,
agriculturalist,agriculcheralist,,,NA,,,,,,
agriculturalists,agriculcheralists,,,NA,,,,,,
agriculturally,agriculcheraly,,agriculcheraly,T,,,,,,
agriculture,agriculcher,,agriculcher,T,,,,,,
agricultures,agriculchers,,agriculchers,T,,,,,,
agronomic,agronomik,,,NA,,,,,,
agronomical,agronomikal,,,NA,,,,,,
agronomies,agronomys,,,NA,,,,,,
agronomist,agronomist,,,NA,,,,,,
agronomists,agronomists,,,NA,,,,,,
agronomy,agronomy,,agronomy,T,,,,,,
aid,aed,,aed,T,,,,,,
aided,aeded,,aeded,T,,,,,,
aiding,aeding,,aeding,T,,,,,,
aids,aeds,,aeds,T,,,,,,
ail,ael,,ael,T,,,,,,
ailed,aeld,,,NA,,,,,,
ailing,aeling,,aeling,T,,,,,,
ails,aels,,,NA,,,,,,
aim,aem,,aem,T,,,,,,
aimed,aemd,,aemd,T,,,,,,
aiming,aeming,,aeming,T,,,,,,
aimless,aemles,,aemles,T,,,,,,
aimlessly,aemlesly,,aemlesly,T,,,,,,
aims,aems,,aems,T,,,,,,
air,aer,,air,F,,,,,,
aircraft,aercraft,,aircraft,F,,,,,,
airfare,aerfaer,,,NA,,,,,,
airfares,aerfaers,,,NA,,,,,,
airiness,aerynes,,airynes,F,,,,,,
airing,aering,,,NA,,,,,,
airport,aerport,,airport,F,,,,,,
airports,aerports,,airports,F,,,,,,
airs,aers,,airs,F,,,,,,
airy,aery,,airy,F,,,,,,
aisle,iel,,iel,T,,,,,,
aisles,iels,,,NA,,,,,,
aitch,aech,,,NA,,,,,,
akin,akin,,akin,T,,,,,,
alabaster,alabaster,,alabaster,T,,,,,,
alacrity,alacrity,,alacrity,T,,,,,,
alarm,alarm,,alarm,T,,,,,,
alarmed,alarmd,,alarmd,T,,,,,,
alarming,alarming,,alarming,T,,,,,,
alarmingly,alarmingly,,alarmingly,T,,,,,,
alarmist,alarmist,,alarmist,T,,,,,,
alarmists,alarmists,,,NA,,,,,,
alarms,alarms,,alarms,T,,,,,,
alas,alas,,alas,T,,,,,,
albacore,albacor,,albacor,T,,,,,,
albeit,aulbeeit,,allbeeit,F,,,,,,
albino,albieno,,albieno,T,,,,,,
albinos,albienoes,,albienoes,T,,,,,,
album,album,,album,T,,,,,,
albumin,albuemin,,albuemin,T,,,,,,
albums,albums,,albums,T,,,,,,
alchemist,alkemist,,alkemist,T,,,,,,
alchemists,alkemists,,,NA,,,,,,
alchemy,alkemy,,alkemy,T,,,,,,
alcohol,alcohol,,alcohol,T,,,,,,
alcoholic,alcoholik,,alcoholic,F,,,,,,
alcoholics,alcoholiks,,alcoholics,F,,,,,,
alcoholism,alcoholizm,,alcoholizm,T,,,,,,
alcoholisms,alcoholizms,,,NA,,,,,,
alcohols,alcohols,,alcohols,T,,,,,,
alcove,alcoev,,alcoev,T,,,,,,
alcoves,alcoevs,,alcoevs,T,,,,,,
alderman,aulderman,,allderman,F,,,,,,
aldermen,auldermen,,alldermen,F,,,,,,
ale,ael,,ael,T,,,,,,
alert,alurt,,alert,F,,,,,,
alerted,alurted,,alerted,F,,,,,,
alerting,alurting,,alerting,F,,,,,,
alertly,alurtly,,alertly,F,,,,,,
alertness,alurtnes,,alertnes,F,,,,,,
alerts,alurts,,alerts,F,,,,,,
ales,aels,,,NA,,,,,,
alewife,aelwief,,aelwief,T,,,,,,
alewives,aelwievs,,,NA,,,,,,
alfa,alfa,,alfa,T,,,,,,
alfresco,alfresco,,alfresco,T,,,,,,
algae,aljy,,aljy,T,,,,,,
algebra,aljebra,,aljebra,T,,,,,,
algebraic,aljebraeik,,aljebraeic,F,,,,,,
algebraical,aljebraeikal,,aljebraeical,F,,,,,,
algebraically,aljebraeikaly,,aljebraeicaly,F,,,,,,
algorism,algorizm,,,NA,,,,,,
algorisms,algorizms,,,NA,,,,,,
algorithm,algorithm,,algorithm,T,,,,,,
algorithmic,algorithmik,,,NA,,,,,,
algorithmically,algorithmikaly,,,NA,,,,,,
algorithms,algorithms,,,NA,,,,,,
alias,aelius,*,aelius,T,,,,,,
alibi,alibi,,alibi,T,,,,,,
alibied,alibied,,alibied,T,,,,,,
alibiing,alibieing,,alibieing,T,,,,,,
alibis,alibies,,alibies,T,,,,,,
alien,aelian,*,aelian,T,,,,,,
alienate,aelianaet,*,aelianaet,T,,,,,,
alienated,aelianaeted,*,aelianaeted,T,,,,,,
alienates,aelianaets,*,aelianaets,T,,,,,,
alienating,aelianaeting,*,aelianaeting,T,,,,,,
alienation,aelianaeshon,*,aelianaeshun,F,,,,,,
alienist,aelianist,*,aelianist,T,,,,,,
alienists,aelianists,*,,NA,,,,,,
aliens,aelians,*,aelians,T,,,,,,
alight,aliet,,aliet,T,,,,,,
alighted,alieted,,alieted,T,,,,,,
alighting,alieting,,alieting,T,,,,,,
alights,aliets,,aliets,T,,,,,,
align,alien,,alien,T,,,,,,
aligned,aliend,,aliend,T,,,,,,
aligning,aliening,,aliening,T,,,,,,
alignment,alienment,,alienment,T,,,,,,
alignments,alienments,,alienments,T,,,,,,
alike,aliek,,aliek,T,,,,,,
alimentary,alimentary,*,alimentary,T,,,,,,
alimentation,alimentaeshon,,alimentaeshun,F,,,,,,
alimony,alimoeny,,alimoeny,T,,,,,,
aliquot,aliqot,*,aliqot,T,,,,,,
aliquots,aliqots,*,aliqots,T,,,,,,
alive,aliev,,aliev,T,,,,,,
alkali,alcali,*,alkali,F,,,,,,
alkaline,alcalien,*,alkalien,F,,,,,,
alkaloid,alcaloid,*,alkaloid,F,,,,,,
alkaloids,alcaloids,*,alkaloids,F,,,,,,
all,all,1,all,T,,explicit exception:/aul/,,,,
allay,alae,,alay,F,,,,,,
allayed,alaed,,,NA,,,,,,
allaying,alaeing,,,NA,,,,,,
allays,alaes,,,NA,,,,,,
allegation,alegaeshon,,alegaeshun,F,,,,,,
allegations,alegaeshons,,alegaeshuns,F,,,,,,
allege,alej,,alej,T,,,,,,
alleged,alejd,*,alejd,T,,,,,,
allegedly,alejedly,,alejedly,T,,,,,,
alleges,alejes,,,NA,,,,,,
allegiance,aleejanss,,aleejans,F,,,,,,
allegiances,aleejanses,,aleejanses,T,,,,,,
alleging,alejing,,alejing,T,,,,,,
allegoric,alegorik,,alegoric,F,,,,,,
allegorical,alegorikal,,alegorical,F,,,,,,
allegory,alegory,,alegory,T,,,,,,
allegretti,alegrety,,alegrety,T,,,,,,
allegro,alegro,,alegro,T,,,,,,
allemand,alemand,,,NA,,,,,,
allemands,alemands,,,NA,,,,,,
allergic,alurjik,,alerjic,F,,,,,,
allergies,alerjys,,alerjys,T,,,,,,
allergy,alerjy,,alerjy,T,,,,,,
allevation,aleeviashon,,,NA,,,,,,
alleviate,aleeviaet,,aleeviaet,T,,,,,,
alleviated,aleeviaeted,,,NA,,,,,,
alleviates,aleeviaets,,,NA,,,,,,
alleviating,aleeviaeting,,aleeviaeting,T,,,,,,
alley,aly,,aly,T,,,,,,
alleys,alys,,alys,T,,,,,,
alleyway,alywae,,,NA,,,,,,
alleyways,alywaes,,alyways,F,,,,,,
alliance,alieanss,,alieans,F,,,,,,
alliances,alieanses,,alieanses,T,,,,,,
allied,alied,,alied,T,,,,,,
allies,alies,,alies,T,,,,,,
alligator,aligaetor,,aligaetor,T,,,,,,
alligatored,aligaetord,,aligaetord,T,,,,,,
alligators,aligaetors,,,NA,,,,,,
alliteration,aliteraeshon,,aliteraeshun,F,,,,,,
alliterations,aliteraeshons,,,NA,,,,,,
alliterative,aliterativ,,aliteraetiv,F,,,,,,
allocable,alocabl,,alocabl,T,,,,,,
allocate,alocaet,,alocaet,T,,,,,,
allocated,alocaeted,,alocaeted,T,,,,,,
allocates,alocaets,,,NA,,,,,,
allocating,alocaeting,,alocaeting,T,,,,,,
allocation,alocaeshon,,alocaeshun,F,,,,,,
allocations,alocaeshons,,alocaeshuns,F,,,,,,
allocution,alocueshon,,alocueshun,F,,,,,,
allopathic,alopathik,,alopathic,F,,,,,,
allopathy,alopathy,,alopathy,T,,,,,,
allophone,alofoen,,,NA,,,,,,
allophones,alofoens,,,NA,,,,,,
allot,alot,,alot,T,,,,,,
allotment,alotment,,alotment,T,,,,,,
allotments,alotments,,alotments,T,,,,,,
allotted,aloted,,aloted,T,,,,,,
allotting,aloting,,aloting,T,,,,,,
allow,alow,,alow,T,,,,,,
allowable,alowabl,,alowabl,T,,,,,,
allowance,alowanss,,alowans,F,,,,,,
allowances,alowanses,,alowanses,T,,,,,,
allowed,alowd,,alowd,T,,,,,,
allowedly,alowedly,,alowedly,T,,,,,,
allowing,alowing,,alowing,T,,,,,,
allows,alows,,alows,T,,,,,,
alloy,aloy,,aloy,T,,,,,,
alloys,aloys,,aloys,T,,,,,,
allude,alood,,alood,T,,,,,,
alluded,alooded,,alooded,T,,,,,,
alludes,aloods,,aloods,T,,,,,,
alluding,alooding,,alooding,T,,,,,,
allusion,aloozhon,,aloozhun,F,,,,,,
allusions,aloozhons,,aloozhuns,F,,,,,,
allusive,aloosiv,,,NA,,,,,,
allusiveness,aloosivnes,,aloosivnes,T,,,,,,
alluvial,aloovial,,aloovial,T,,,,,,
ally,ali,,ali,T,,,,,,
allying,alieing,,alieing,T,,,,,,
alm,aam,,,NA,,,,,,
almanac,aulmanak,,allmanac,F,,,,,,
almanacs,aulmanaks,,allmanacs,F,,,,,,
almighty,aulmiety,,allmiety,F,,,,,,
almond,aamund,,aamond,F,,,,,,
almonds,aamunds,,aamonds,F,,,,,,
almost,aulmoest,,allmoest,F,,,,,,
alms,aams,,aamz,F,,,,,,
alnico,alnico,*,alnico,T,,,,,,
aloe,alo,,alo,T,,,,,,
aloes,aloes,,aloes,T,,,,,,
aloft,aloft,*,alofft,F,,,,,,
alone,aloen,,aloen,T,,,,,,
aloneness,aloennes,,aloennes,T,,,,,,
along,along,,along,T,,,,,,
alongside,alongsied,,alongsied,T,,,,,,
aloof,aloof,,aloof,T,,,,,,
aloofness,aloofnes,,aloofnes,T,,,,,,
aloud,aloud,,aloud,T,,,,,,
alpha,alfa,,alfa,T,,,,,,
alphabet,alfabet,,alfabet,T,,,,,,
alphabetic,alfabetik,,alfabetic,F,,,,,,
alphabetical,alfabetikal,,alfabetical,F,,,,,,
alphabetize,alfabetiez,,alfabetiez,T,,,,,,
alphabetized,alfabetiezd,,alfabetiezd,T,,,,,,
alphabetizes,alfabetiezes,,,NA,,,,,,
alphabetizing,alfabetiezing,,,NA,,,,,,
alphabets,alfabets,,alfabets,T,,,,,,
alphanumeric,alfanuemerrik,,alfanuemerric,F,,,,,,
already,aulredy,,allredy,F,,,,,,
also,aulso,,allso,F,,,,,,
altar,aultar,,alltar,F,,,,,,
altarpiece,aultarpeess,,,NA,,,,,,
altarpieces,aultarpeeses,,,NA,,,,,,
alter,aulter,,allter,F,,,,,,
alteration,aulteraeshon,,allteraeshun,F,,,,,,
alterations,aulteraeshons,,allteraeshuns,F,,,,,,
altercation,aultercaeshon,,alltercaeshun,F,,,,,,
altercations,aultercaeshons,,alltercaeshuns,F,,,,,,
altered,aulterd,,allterd,F,,,,,,
altering,aultering,,alltering,F,,,,,,
alternate,aulternaet,,allternaet,F,,,,,,
alternate,aulternat,*,allternaet,F,,,,,,
alternated,aulternaeted,,allternaeted,F,,,,,,
alternately,aulternatly,,allternetly,F,,,,,,
alternates,aulternaets,,,NA,,,,,,
alternating,aulternaetning,,allternaeting,F,,,,,,
alternation,aulternaeshon,,allternaeshun,F,,,,,,
alternations,aulternaeshons,,,NA,,,,,,
alternative,aulturnativ,,allternativ,F,,,,,,
alternatively,aulturnativly,,allternativly,F,,,,,,
alternatives,aulturnativs,,allternativs,F,,,,,,
alternator,aulternaetor,,allternaetor,F,,,,,,
alternators,aulternaetors,,,NA,,,,,,
alters,aulters,,allters,F,,,,,,
altho,aultho,*,alltho,F,,,,,,
although,aultho,*,alltho,F,,,,,,
altimeter,altimeter,*,altimeeter,F,,,,,,
altitude,altitued,,altitued,T,,,,,,
altitudes,altitueds,,,NA,,,,,,
altitudinal,altituedinal,,,NA,,,,,,
alto,alto,,alto,T,,,,,,
altogether,aultogether,,alltogether,F,,,,,,
altruism,altrooizm,,altrooizm,T,,,,,,
altruist,altrooist,,altrooist,T,,,,,,
altruistic,altrooistik,,altrooistic,F,,,,,,
altruistically,altrooistikaly,,altrooisticaly,F,,,,,,
altruists,altrooists,,,NA,,,,,,
alum,alum,,alum,T,,,,,,
aluminum,aloominum,,aloominum,T,,,,,,
alumna,alumna,,alumna,T,,,,,,
alumnae,alumnee,*,alumnee,T,,,,,,
alumni,alumni,,alumni,T,,,,,,
alumnus,alumnus,,alumnus,T,,,,,,
alveolar,alweoelar,*,alveeolar,F,,,,,,
alveoli,alveoeli,*,alveeoli,F,,,,,,
alveolus,alveoelus,*,alveeolus,F,,,,,,
always,aulwaes,,allways,F,,,,,,
am,am,,am,T,,,,,,
amalgam,amalgam,,amalgam,T,,,,,,
amalgamate,amalgamaet,,amalgamaet,T,,,,,,
amalgamated,amalgamaeted,,amalgamaeted,T,,,,,,
amalgamates,amalgamaets,,,NA,,,,,,
amalgamating,amalgamaeting,,,NA,,,,,,
amalgamation,amalgamaeshon,,amalgamaeshun,F,,,,,,
amalgamations,amalgamaeshons,,,NA,,,,,,
amalgams,amalgams,,,NA,,,,,,
amass,amas,,amas,T,,,,,,
amassed,amast,,,NA,,,,,,
amasses,amases,,,NA,,,,,,
amassing,amasing,,amasing,T,,,,,,
amateur,amacher,,amachur,F,,,,,,
amateur,amachuur,,amachur,F,,,,,,
amateurs,amachers,,amachurs,F,,,,,,
amateurs,amachuurs,,amachurs,F,,,,,,
amatory,amatory,,amatory,T,,,,,,
amaze,amaez,,amaez,T,,,,,,
amazed,amaezd,,amaezd,T,,,,,,
amazement,amaezment,,amaezment,T,,,,,,
amazements,amaezments,,,NA,,,,,,
amazes,amaezes,,,NA,,,,,,
amazing,amaezing,,amaezing,T,,,,,,
amazingly,amaezingly,,amaezingly,T,,,,,,
ambassador,ambasador,,ambasador,T,,,,,,
ambassadors,ambasadors,,ambasadors,T,,,,,,
amber,amber,,amber,T,,,,,,
ambergris,ambergree,*,ambergrees,F,,,,,,
ambidexterity,ambidexterrity,,ambidexterrity,T,,,,,,
ambidextrous,ambidextrus,,ambidextrus,T,,,,,,
ambience,ambi’enss,*,ambyens,F,,,,,,
ambient,ambi’ent,*,ambyent,F,,,,,,
ambiguities,ambigueitys,,ambigueitys,T,,,,,,
ambiguity,ambigueity,,ambigueity,T,,,,,,
ambiguous,ambigueus,,ambigueus,T,,,,,,
ambit,ambit,,,NA,,,,,,
ambition,ambishon,*,ambishun,F,,,,,,
ambitions,ambishons,*,ambishuns,F,,,,,,
ambitious,ambishus,,ambishus,T,,,,,,
ambitiously,ambishusly,,ambishusly,T,,,,,,
ambits,ambits,,,NA,,,,,,
ambivalence,ambivalenss,,ambivaelens,F,,,,,,
ambivalent,ambivalent,,ambivaelent,F,,,,,,
amble,ambl,,,NA,,,,,,
ambled,ambld,,ambld,T,,,,,,
ambles,ambls,,,NA,,,,,,
ambling,ambling,,ambling,T,,,,,,
ambrosia,ambroezha,,ambroezha,T,,,,,,
ambulance,ambuelanss,,ambuelans,F,,,,,,
ambulances,ambuelanses,,ambuelanses,T,,,,,,
ambulatory,ambuelatory,,ambuelatory,T,,,,,,
ambuscade,ambuscaed,,ambuscaed,T,,,,,,
ambuscades,ambuscaeds,,,NA,,,,,,
ambush,ambuush,*,ambush,F,,,,,,
ambushed,ambuusht,,ambuusht,T,,,,,,
ambushes,ambuushes,,ambuushes,T,,,,,,
ameliorate,ameelueraet,*,ameelueraet,T,,,,,,
ameliorated,ameeluerated,*,,NA,,,,,,
ameliorates,ameelueraets,*,,NA,,,,,,
amelioration,ameelueraeshon,*,ameelueraeshun,F,,,,,,
ameliorations,ameelueraeshons,*,,NA,,,,,,
ameliorative,ameelueraetiv,,ameelueraetiv,T,,,,,,
amen,aaamen,,aamen,F,,,,,,
amenable,amenabl,,ameenabl,F,,,,,,
amenably,amenably,,,NA,,,,,,
amend,amend,,amend,T,,,,,,
amended,amended,,amended,T,,,,,,
amending,amending,,amending,T,,,,,,
amendment,amendment,,amendment,T,,,,,,
amendments,amendments,,amendments,T,,,,,,
amends,amends,,,NA,,,,,,
amenities,amenitys,,amenitys,T,,,,,,
amenity,amenity,,amenity,T,,,,,,
amens,aamens,,,NA,,,,,,
amethyst,amethist,,amithist,F,,,,,,
amethystine,amethistin,,amithistin,F,,,,,,
amiability,aemiability,,aemiability,T,,,,,,
amiable,aemiabl,,aemiabl,T,,,,,,
amicable,ameecabl,,amicabl,F,,,,,,
amicable,amicabl,,amicabl,T,,,,,,
amicably,ameecably,,amicably,F,,,,,,
amicably,amicably,,amicably,T,,,,,,
amid,amid,,amid,T,,,,,,
amidships,amidships,,amidships,T,,,,,,
amigo,ameego,,ameego,T,,,,,,
amino,ameeno,,ameeno,T,,,,,,
amiss,amis,,amis,T,,,,,,
amity,amity,,amity,T,,,,,,
ammo,amo,,amo,T,,,,,,
ammonia,amoenia,,amoenia,T,,,,,,
ammoniac,amoeniak,,amoeniac,F,,,,,,
ammonium,amoenium,,amoenium,T,,,,,,
ammunition,amuenishon,,amuenishun,F,,,,,,
amnesia,amneezha,,amneezha,T,,,,,,
amnesties,amnestys,,,NA,,,,,,
amnesty,amnesty,,amnesty,T,,,,,,
amoeba,ameeba,,ameeba,T,,,,,,
amoebas,ameebas,,,NA,,,,,,
amoebic,ameebik,,,NA,,,,,,
among,amung,,amung,T,,,,,,
amongst,amungs,,amungst,F,,,,,,
amoral,aemoral,*,amoral,F,,,,,,
amorality,aemorality,*,amorality,F,,,,,,
amorist,aemorist,*,amorist,F,,,,,,
amoritize,amortiez,,,NA,,,,,,
amoritizing,amortiezing,,,NA,,,,,,
amorous,amorus,,amorus,T,,,,,,
amorphous,amorfus,,amorfus,T,,,,,,
amorphously,amorfusly,,amorfusly,T,,,,,,
amortization,amortizaeshon,,amortizaeshun,F,,,,,,
amount,amount,,amount,T,,,,,,
amounted,amounted,,amounted,T,,,,,,
amounting,amounting,,amounting,T,,,,,,
amounts,amounts,,amounts,T,,,,,,
amperage,amperej,,amperej,T,,,,,,
ampere,ampeer,,ampeer,T,,,,,,
amperes,ampeers,,,NA,,,,,,
ampersand,ampersand,,ampersand,T,,,,,,
ampersands,ampersands,,,NA,,,,,,
amphetamine,amfetameen,,amfetameen,T,,,,,,
amphetamines,amfetameens,,amfetameens,T,,,,,,
amphibian,amfibian,,amfibian,T,,,,,,
amphibians,amfibians,,,NA,,,,,,
amphibious,amfibius,,amfibius,T,,,,,,
amphibology,amfibolojy,,amfibolojy,T,,,,,,
amphitheater,amfitheeater,,amfitheeater,T,,,,,,
amphitheaters,amfitheeaters,,,NA,,,,,,
amphora,amfora,,amfora,T,,,,,,
amphoras,amforas,,,NA,,,,,,
ample,ampl,,ampl,T,,,,,,
amplification,amplificaeshon,,amplificaeshun,F,,,,,,
amplifications,amplificaeshons,,,NA,,,,,,
amplified,amplified,,amplified,T,,,,,,
amplifier,amplifieer,,amplifieer,T,,,,,,
amplifiers,amplifieers,,amplifieers,T,,,,,,
amplifies,amplifies,,amplifies,T,,,,,,
amplify,amplifi,,amplifi,T,,,,,,
amplifying,amplifieing,,amplifieing,T,,,,,,
amplitude,amplitued,,amplitued,T,,,,,,
amplitudes,amplitueds,,,NA,,,,,,
amply,amply,,amply,T,,,,,,
amputate,ampuetaet,,ampuetaet,T,,,,,,
amputated,ampuetaeted,,ampuetaeted,T,,,,,,
amputation,ampuetaeshon,,ampuetaeshun,F,,,,,,
amputations,ampuetaeshons,,,NA,,,,,,
amputee,ampuetee,,ampuetee,T,,,,,,
amputees,ampuetees,,,NA,,,,,,
amulet,amuelet,,amuelet,T,,,,,,
amulets,amuelets,,amuelets,T,,,,,,
amuse,amuez,,amuez,T,,,,,,
amused,amuezd,,amuezd,T,,,,,,
amusedly,amuezedly,,amuezedly,T,,,,,,
amusement,amuezment,,amuezment,T,,,,,,
amusements,amuezments,,amuezments,T,,,,,,
amuses,amuezes,,,NA,,,,,,
amusing,amuezing,,amuezing,T,,,,,,
amusingly,amuezingly,,amuezingly,T,,,,,,
an,an,,an,T,,,,,,
ancestor,ansestor,,ansestor,T,,,,,,
ancestors,ansestors,,ansestors,T,,,,,,
ancestral,ansestral,,ansestral,T,,,,,,
ancestrally,ansestraly,,,NA,,,,,,
anchor,ancor,,ankor,F,,,,,,
anchored,ancord,,ankord,F,,,,,,
anchoring,ancoring,,ankoring,F,,,,,,
anchorite,ancoriet,,ankoriet,F,,,,,,
anchorites,ancoriets,,,NA,,,,,,
anchorman,ancorman,,,NA,,,,,,
anchormen,ancormen,,,NA,,,,,,
anchors,ancors,,ankors,F,,,,,,
and,and,,and,T,,,,,,
androgen,androjen,,,NA,,,,,,
androgens,androjens,,,NA,,,,,,
androgynous,androjinus,,,NA,,,,,,
Andy,Andy,,,NA,,,,,,
anecdotal,anekdoetal,,anecdoetal,F,,,,,,
anecdotally,anekdoetaly,,,NA,,,,,,
anecdote,anekdoet,,anecdoet,F,,,,,,
anecdotes,anekdoets,,anecdoets,F,,,,,,
angel,aenjel,,aenjel,T,,,,,,
angelic,anjelik,,anjelic,F,,,,,,
angelical,anjelikal,,,NA,,,,,,
angelically,anjelikaly,,,NA,,,,,,
angels,aenjels,,aenjels,T,,,,,,
anger,angger,,angger,T,,,,,,
angered,anggerd,,anggerd,T,,,,,,
angering,anggering,,,NA,,,,,,
angers,anggers,,,NA,,,,,,
angora,anggora,,,NA,,,,,,
angoras,anggoras,,,NA,,,,,,
angrier,anggryer,,,NA,,,,,,
angriest,anggryest,,anggryest,T,,,,,,
angrily,anggrily,,anggrily,T,,,,,,
angry,anggry,,anggry,T,,,,,,
